performance	metric	DataSet	method	perturb	DEG	Ncontrol	Nimputed	Nstimulated	seed
0.7399	edistance	Adamson	GenePert	EIF2B2	5000	7629	638	638	1
0.9551	edistance	Adamson	GenePert	EIF2B4	100	7629	654	654	1
0.4587	edistance	Adamson	GenePert	EIF2B4	5000	7629	654	654	1
0.4788	edistance	Adamson	GenePert	ERN1	100	7629	88	88	1
0.1548	edistance	Adamson	GenePert	ERN1	5000	7629	88	88	1
0.262	edistance	Adamson	GenePert	GNPNAT1	100	7629	514	514	1
0.1337	edistance	Adamson	GenePert	GNPNAT1	5000	7629	514	514	1
1.6198	edistance	Adamson	GenePert	NEDD8	100	7629	518	518	1
0.8181	edistance	Adamson	GenePert	NEDD8	5000	7629	518	518	1
0.4123	edistance	Adamson	GenePert	SEC61G	100	7629	674	674	1
0.1581	edistance	Adamson	GenePert	SEC61G	5000	7629	674	674	1
0.1369	edistance	Adamson	GenePert	SYVN1	100	7629	676	676	1
0.1012	edistance	Adamson	GenePert	SYVN1	5000	7629	676	676	1
0.173	edistance	Adamson	GenePert	TIMM23	100	7629	789	789	1
0.1162	edistance	Adamson	GenePert	TIMM23	5000	7629	789	789	1
0.0738	edistance	Adamson	GenePert	TTI2	100	7629	682	682	1
0.1071	edistance	Adamson	GenePert	TTI2	5000	7629	682	682	1
0.1033	edistance	Adamson	GenePert	UFM1	100	7629	723	723	1
0.0895	edistance	Adamson	GenePert	UFM1	5000	7629	723	723	1
0.32	edistance	Adamson	GenePert	YIPF5	100	7629	1457	1457	1
0.1312	edistance	Adamson	GenePert	YIPF5	5000	7629	1457	1457	1
39.87516044758563	sym_kldiv	Adamson	GenePert	ARHGAP22	100	7629	513	513	1
37.718731966193474	sym_kldiv	Adamson	GenePert	ARHGAP22	5000	7629	513	513	1
40.96432782253156	sym_kldiv	Adamson	GenePert	CCND3	100	7629	412	412	1
38.057150080103796	sym_kldiv	Adamson	GenePert	CCND3	5000	7629	412	412	1
0.7052259566163643	sym_kldiv	Adamson	GenePert	CHERP	100	7629	497	497	1
37.926738374507416	sym_kldiv	Adamson	GenePert	CHERP	5000	7629	497	497	1
40.516934847923665	sym_kldiv	Adamson	GenePert	DAD1	100	7629	774	774	1
37.25313075035814	sym_kldiv	Adamson	GenePert	DAD1	5000	7629	774	774	1
39.357195847512166	sym_kldiv	Adamson	GenePert	DERL2	100	7629	676	676	1
37.03949374413867	sym_kldiv	Adamson	GenePert	DERL2	5000	7629	676	676	1
0.6335707067579346	sym_kldiv	Adamson	GenePert	EIF2B2	100	7629	638	638	1
37.902359932494996	sym_kldiv	Adamson	GenePert	EIF2B2	5000	7629	638	638	1
0.5108606739676155	sym_kldiv	Adamson	GenePert	EIF2B4	100	7629	654	654	1
37.858919691235634	sym_kldiv	Adamson	GenePert	EIF2B4	5000	7629	654	654	1
44.844582319167635	sym_kldiv	Adamson	GenePert	ERN1	100	7629	88	88	1
40.40460238199526	sym_kldiv	Adamson	GenePert	ERN1	5000	7629	88	88	1
42.222024823014884	sym_kldiv	Adamson	GenePert	GNPNAT1	100	7629	514	514	1
37.89629442791399	sym_kldiv	Adamson	GenePert	GNPNAT1	5000	7629	514	514	1
0.8526381170789891	sym_kldiv	Adamson	GenePert	NEDD8	100	7629	518	518	1
37.5849832531521	sym_kldiv	Adamson	GenePert	NEDD8	5000	7629	518	518	1
0.2130050385450477	sym_kldiv	Adamson	GenePert	SEC61G	100	7629	674	674	1
37.31176120107059	sym_kldiv	Adamson	GenePert	SEC61G	5000	7629	674	674	1
41.456545052809325	sym_kldiv	Adamson	GenePert	SYVN1	100	7629	676	676	1
37.43906766458407	sym_kldiv	Adamson	GenePert	SYVN1	5000	7629	676	676	1
0.19105723992631402	sym_kldiv	Adamson	GenePert	TIMM23	100	7629	789	789	1
37.45387922902609	sym_kldiv	Adamson	GenePert	TIMM23	5000	7629	789	789	1
41.53924201132686	sym_kldiv	Adamson	GenePert	TTI2	100	7629	682	682	1
37.57164850097984	sym_kldiv	Adamson	GenePert	TTI2	5000	7629	682	682	1
40.97094432144758	sym_kldiv	Adamson	GenePert	UFM1	100	7629	723	723	1
37.37287993511661	sym_kldiv	Adamson	GenePert	UFM1	5000	7629	723	723	1
0.1614362658259871	sym_kldiv	Adamson	GenePert	YIPF5	100	7629	1457	1457	1
36.385439173858664	sym_kldiv	Adamson	GenePert	YIPF5	5000	7629	1457	1457	1
31.1702	wasserstein	Adamson	GenePert	ARHGAP22	100	7629	513	513	1
37.6095	wasserstein	Adamson	GenePert	CCND3	100	7629	412	412	1
36.2453	wasserstein	Adamson	GenePert	CHERP	100	7629	497	497	1
25.9617	wasserstein	Adamson	GenePert	DAD1	100	7629	774	774	1
42.4843	wasserstein	Adamson	GenePert	DERL2	100	7629	676	676	1
56.7679	wasserstein	Adamson	GenePert	EIF2B2	100	7629	638	638	1
50.3299	wasserstein	Adamson	GenePert	EIF2B4	100	7629	654	654	1
0.6318	wasserstein	Adamson	GenePert	ERN1	100	7629	88	88	1
1.8671	wasserstein	Adamson	GenePert	GNPNAT1	100	7629	514	514	1
56.5417	wasserstein	Adamson	GenePert	NEDD8	100	7629	518	518	1
43.3075	wasserstein	Adamson	GenePert	SEC61G	100	7629	674	674	1
9.8224	wasserstein	Adamson	GenePert	SYVN1	100	7629	676	676	1
41.1231	wasserstein	Adamson	GenePert	TIMM23	100	7629	789	789	1
11.2339	wasserstein	Adamson	GenePert	TTI2	100	7629	682	682	1
20.3547	wasserstein	Adamson	GenePert	UFM1	100	7629	723	723	1
39.8193	wasserstein	Adamson	GenePert	YIPF5	100	7629	1457	1457	1
0.0189	mse	Adamson	scouter	ARHGAP22	100	7629	500	513	1
0.0011	mse	Adamson	scouter	ARHGAP22	5000	7629	500	513	1
0.0294	mse	Adamson	scouter	CCND3	100	7629	500	412	1
0.0017	mse	Adamson	scouter	CCND3	5000	7629	500	412	1
0.0582	mse	Adamson	scouter	CHERP	100	7629	500	497	1
0.0033	mse	Adamson	scouter	CHERP	5000	7629	500	497	1
0.0214	mse	Adamson	scouter	DAD1	100	7629	500	774	1
0.0008	mse	Adamson	scouter	DAD1	5000	7629	500	774	1
0.0186	mse	Adamson	scouter	DERL2	100	7629	500	676	1
0.0011	mse	Adamson	scouter	DERL2	5000	7629	500	676	1
0.1284	mse	Adamson	scouter	EIF2B2	100	7629	500	638	1
0.0051	mse	Adamson	scouter	EIF2B2	5000	7629	500	638	1
0.0987	mse	Adamson	scouter	EIF2B4	100	7629	500	654	1
0.0039	mse	Adamson	scouter	EIF2B4	5000	7629	500	654	1
0.0003	mse	Adamson	scouter	ERN1	100	7629	500	88	1
0.0017	mse	Adamson	scouter	ERN1	5000	7629	500	88	1
0.0044	mse	Adamson	scouter	GNPNAT1	100	7629	500	514	1
0.001	mse	Adamson	scouter	GNPNAT1	5000	7629	500	514	1
0.1401	mse	Adamson	scouter	NEDD8	100	7629	500	518	1
0.0056	mse	Adamson	scouter	NEDD8	5000	7629	500	518	1
0.0212	mse	Adamson	scouter	SEC61G	100	7629	500	674	1
0.0009	mse	Adamson	scouter	SEC61G	5000	7629	500	674	1
0.0033	mse	Adamson	scouter	SYVN1	100	7629	500	676	1
0.0004	mse	Adamson	scouter	SYVN1	5000	7629	500	676	1
0.0207	mse	Adamson	scouter	TIMM23	100	7629	500	789	1
0.0014	mse	Adamson	scouter	TIMM23	5000	7629	500	789	1
0.0039	mse	Adamson	scouter	TTI2	100	7629	500	682	1
0.0009	mse	Adamson	scouter	TTI2	5000	7629	500	682	1
0.0038	mse	Adamson	scouter	UFM1	100	7629	500	723	1
0.0006	mse	Adamson	scouter	UFM1	5000	7629	500	723	1
0.0071	mse	Adamson	scouter	YIPF5	100	7629	500	1457	1
0.0007	mse	Adamson	scouter	YIPF5	5000	7629	500	1457	1
0.4113	pearson_distance	Adamson	scouter	ARHGAP22	100	7629	500	513	1
0.594	pearson_distance	Adamson	scouter	ARHGAP22	5000	7629	500	513	1
0.5946	pearson_distance	Adamson	scouter	CCND3	100	7629	500	412	1
0.7108	pearson_distance	Adamson	scouter	CCND3	5000	7629	500	412	1
0.7019	pearson_distance	Adamson	scouter	CHERP	100	7629	500	497	1
0.8522	pearson_distance	Adamson	scouter	CHERP	5000	7629	500	497	1
0.5165	pearson_distance	Adamson	scouter	DAD1	100	7629	500	774	1
0.6223	pearson_distance	Adamson	scouter	DAD1	5000	7629	500	774	1
0.416	pearson_distance	Adamson	scouter	DERL2	100	7629	500	676	1
0.7016	pearson_distance	Adamson	scouter	DERL2	5000	7629	500	676	1
0.1594	pearson_distance	Adamson	scouter	EIF2B2	100	7629	500	638	1
0.476	pearson_distance	Adamson	scouter	EIF2B2	5000	7629	500	638	1
0.5143	pearson_distance	Adamson	scouter	EIF2B4	100	7629	500	654	1
0.6815	pearson_distance	Adamson	scouter	EIF2B4	5000	7629	500	654	1
1.2123	pearson_distance	Adamson	scouter	ERN1	100	7629	500	88	1
0.8273	pearson_distance	Adamson	scouter	ERN1	5000	7629	500	88	1
0.9686	pearson_distance	Adamson	scouter	GNPNAT1	100	7629	500	514	1
1.0922	pearson_distance	Adamson	scouter	GNPNAT1	5000	7629	500	514	1
0.9359	pearson_distance	Adamson	scouter	NEDD8	100	7629	500	518	1
0.9046	pearson_distance	Adamson	scouter	NEDD8	5000	7629	500	518	1
0.2308	pearson_distance	Adamson	scouter	SEC61G	100	7629	500	674	1
0.2593	pearson_distance	Adamson	scouter	SEC61G	5000	7629	500	674	1
0.0672	pearson_distance	Adamson	scouter	SYVN1	100	7629	500	676	1
0.5906	pearson_distance	Adamson	scouter	SYVN1	5000	7629	500	676	1
0.0679	pearson_distance	Adamson	scouter	TIMM23	100	7629	500	789	1
0.1668	pearson_distance	Adamson	scouter	TIMM23	5000	7629	500	789	1
0.0936	pearson_distance	Adamson	scouter	TTI2	100	7629	500	682	1
0.4543	pearson_distance	Adamson	scouter	TTI2	5000	7629	500	682	1
0.306	pearson_distance	Adamson	scouter	UFM1	100	7629	500	723	1
0.452	pearson_distance	Adamson	scouter	UFM1	5000	7629	500	723	1
0.0972	pearson_distance	Adamson	scouter	YIPF5	100	7629	500	1457	1
0.253	pearson_distance	Adamson	scouter	YIPF5	5000	7629	500	1457	1
1.8895	edistance	Adamson	scouter	ARHGAP22	100	7629	500	513	1
7.8657	edistance	Adamson	scouter	ARHGAP22	5000	7629	500	513	1
2.1892	edistance	Adamson	scouter	CCND3	100	7629	500	412	1
8.0476	edistance	Adamson	scouter	CCND3	5000	7629	500	412	1
2.7542	edistance	Adamson	scouter	CHERP	100	7629	500	497	1
7.7432	edistance	Adamson	scouter	CHERP	5000	7629	500	497	1
1.9924	edistance	Adamson	scouter	DAD1	100	7629	500	774	1
7.8459	edistance	Adamson	scouter	DAD1	5000	7629	500	774	1
2.205	edistance	Adamson	scouter	DERL2	100	7629	500	676	1
8.4971	edistance	Adamson	scouter	DERL2	5000	7629	500	676	1
4.0973	edistance	Adamson	scouter	EIF2B2	100	7629	500	638	1
9.7952	edistance	Adamson	scouter	EIF2B2	5000	7629	500	638	1
3.6018	edistance	Adamson	scouter	EIF2B4	100	7629	500	654	1
9.3069	edistance	Adamson	scouter	EIF2B4	5000	7629	500	654	1
0.2414	edistance	Adamson	scouter	ERN1	100	7629	500	88	1
8.6118	edistance	Adamson	scouter	ERN1	5000	7629	500	88	1
0.7102	edistance	Adamson	scouter	GNPNAT1	100	7629	500	514	1
7.6658	edistance	Adamson	scouter	GNPNAT1	5000	7629	500	514	1
4.2867	edistance	Adamson	scouter	NEDD8	100	7629	500	518	1
9.5444	edistance	Adamson	scouter	NEDD8	5000	7629	500	518	1
2.2834	edistance	Adamson	scouter	SEC61G	100	7629	500	674	1
8.1875	edistance	Adamson	scouter	SEC61G	5000	7629	500	674	1
1.0838	edistance	Adamson	scouter	SYVN1	100	7629	500	676	1
7.6023	edistance	Adamson	scouter	SYVN1	5000	7629	500	676	1
2.2385	edistance	Adamson	scouter	TIMM23	100	7629	500	789	1
8.0989	edistance	Adamson	scouter	TIMM23	5000	7629	500	789	1
1.1004	edistance	Adamson	scouter	TTI2	100	7629	500	682	1
7.4921	edistance	Adamson	scouter	TTI2	5000	7629	500	682	1
1.4083	edistance	Adamson	scouter	UFM1	100	7629	500	723	1
7.542	edistance	Adamson	scouter	UFM1	5000	7629	500	723	1
1.9824	edistance	Adamson	scouter	YIPF5	100	7629	500	1457	1
7.8969	edistance	Adamson	scouter	YIPF5	5000	7629	500	1457	1
36.17103565819378	sym_kldiv	Adamson	scouter	ARHGAP22	100	7629	500	513	1
38.098047990645256	sym_kldiv	Adamson	scouter	ARHGAP22	5000	7629	500	513	1
38.28157196244605	sym_kldiv	Adamson	scouter	CCND3	100	7629	500	412	1
38.447177964353614	sym_kldiv	Adamson	scouter	CCND3	5000	7629	500	412	1
4.72205064337887	sym_kldiv	Adamson	scouter	CHERP	100	7629	500	497	1
38.283320132791204	sym_kldiv	Adamson	scouter	CHERP	5000	7629	500	497	1
38.65750294460881	sym_kldiv	Adamson	scouter	DAD1	100	7629	500	774	1
37.92459234902132	sym_kldiv	Adamson	scouter	DAD1	5000	7629	500	774	1
36.99244215230474	sym_kldiv	Adamson	scouter	DERL2	100	7629	500	676	1
37.81903564369934	sym_kldiv	Adamson	scouter	DERL2	5000	7629	500	676	1
5.411097398525663	sym_kldiv	Adamson	scouter	EIF2B2	100	7629	500	638	1
38.29593676878364	sym_kldiv	Adamson	scouter	EIF2B2	5000	7629	500	638	1
5.308324466582838	sym_kldiv	Adamson	scouter	EIF2B4	100	7629	500	654	1
38.52432099245803	sym_kldiv	Adamson	scouter	EIF2B4	5000	7629	500	654	1
41.54567494629017	sym_kldiv	Adamson	scouter	ERN1	100	7629	500	88	1
39.124975729946215	sym_kldiv	Adamson	scouter	ERN1	5000	7629	500	88	1
40.06593804316131	sym_kldiv	Adamson	scouter	GNPNAT1	100	7629	500	514	1
38.422247539564964	sym_kldiv	Adamson	scouter	GNPNAT1	5000	7629	500	514	1
5.697326243388941	sym_kldiv	Adamson	scouter	NEDD8	100	7629	500	518	1
38.02130635848708	sym_kldiv	Adamson	scouter	NEDD8	5000	7629	500	518	1
4.933303524100936	sym_kldiv	Adamson	scouter	SEC61G	100	7629	500	674	1
38.16284858967351	sym_kldiv	Adamson	scouter	SEC61G	5000	7629	500	674	1
39.368836530527595	sym_kldiv	Adamson	scouter	SYVN1	100	7629	500	676	1
37.95744190845842	sym_kldiv	Adamson	scouter	SYVN1	5000	7629	500	676	1
4.581043873378488	sym_kldiv	Adamson	scouter	TIMM23	100	7629	500	789	1
38.457223924504916	sym_kldiv	Adamson	scouter	TIMM23	5000	7629	500	789	1
39.429633278882115	sym_kldiv	Adamson	scouter	TTI2	100	7629	500	682	1
38.66493104541672	sym_kldiv	Adamson	scouter	TTI2	5000	7629	500	682	1
38.74062229471126	sym_kldiv	Adamson	scouter	UFM1	100	7629	500	723	1
38.23894259167871	sym_kldiv	Adamson	scouter	UFM1	5000	7629	500	723	1
4.985413902439356	sym_kldiv	Adamson	scouter	YIPF5	100	7629	500	1457	1
37.78506627109177	sym_kldiv	Adamson	scouter	YIPF5	5000	7629	500	1457	1
20.7097	wasserstein	Adamson	scouter	ARHGAP22	100	7629	500	513	1
24.8261	wasserstein	Adamson	scouter	CCND3	100	7629	500	412	1
23.364	wasserstein	Adamson	scouter	CHERP	100	7629	500	497	1
18.2711	wasserstein	Adamson	scouter	DAD1	100	7629	500	774	1
29.4418	wasserstein	Adamson	scouter	DERL2	100	7629	500	676	1
42.9084	wasserstein	Adamson	scouter	EIF2B2	100	7629	500	638	1
38.759	wasserstein	Adamson	scouter	EIF2B4	100	7629	500	654	1
0.0642	wasserstein	Adamson	scouter	ERN1	100	7629	500	88	1
1.9194	wasserstein	Adamson	scouter	GNPNAT1	100	7629	500	514	1
43.7698	wasserstein	Adamson	scouter	NEDD8	100	7629	500	518	1
28.7238	wasserstein	Adamson	scouter	SEC61G	100	7629	500	674	1
7.4045	wasserstein	Adamson	scouter	SYVN1	100	7629	500	676	1
27.5864	wasserstein	Adamson	scouter	TIMM23	100	7629	500	789	1
8.417	wasserstein	Adamson	scouter	TTI2	100	7629	500	682	1
13.5211	wasserstein	Adamson	scouter	UFM1	100	7629	500	723	1
25.1238	wasserstein	Adamson	scouter	YIPF5	100	7629	500	1457	1
0.0139	mse	Adamson	capra	ARHGAP22	100	7629	500	513	1
0.0023	mse	Adamson	capra	ARHGAP22	5000	7629	500	513	1
0.0115	mse	Adamson	capra	CCND3	100	7629	500	412	1
0.0023	mse	Adamson	capra	CCND3	5000	7629	500	412	1
0.0611	mse	Adamson	capra	CHERP	100	7629	500	497	1
0.0078	mse	Adamson	capra	CHERP	5000	7629	500	497	1
0.0363	mse	Adamson	capra	DAD1	100	7629	500	774	1
0.0093	mse	Adamson	capra	DAD1	5000	7629	500	774	1
0.0229	mse	Adamson	capra	DERL2	100	7629	500	676	1
0.0071	mse	Adamson	capra	DERL2	5000	7629	500	676	1
0.0978	mse	Adamson	capra	EIF2B2	100	7629	500	638	1
0.0062	mse	Adamson	capra	EIF2B2	5000	7629	500	638	1
0.0547	mse	Adamson	capra	EIF2B4	100	7629	500	654	1
0.0049	mse	Adamson	capra	EIF2B4	5000	7629	500	654	1
0.0013	mse	Adamson	capra	ERN1	100	7629	500	88	1
0.0085	mse	Adamson	capra	ERN1	5000	7629	500	88	1
0.0097	mse	Adamson	capra	GNPNAT1	100	7629	500	514	1
0.0086	mse	Adamson	capra	GNPNAT1	5000	7629	500	514	1
0.1246	mse	Adamson	capra	NEDD8	100	7629	500	518	1
0.0099	mse	Adamson	capra	NEDD8	5000	7629	500	518	1
0.0405	mse	Adamson	capra	SEC61G	100	7629	500	674	1
0.0033	mse	Adamson	capra	SEC61G	5000	7629	500	674	1
0.0111	mse	Adamson	capra	SYVN1	100	7629	500	676	1
0.0066	mse	Adamson	capra	SYVN1	5000	7629	500	676	1
0.0572	mse	Adamson	capra	TIMM23	100	7629	500	789	1
0.0053	mse	Adamson	capra	TIMM23	5000	7629	500	789	1
0.0155	mse	Adamson	capra	TTI2	100	7629	500	682	1
0.0039	mse	Adamson	capra	TTI2	5000	7629	500	682	1
0.0133	mse	Adamson	capra	UFM1	100	7629	500	723	1
0.0054	mse	Adamson	capra	UFM1	5000	7629	500	723	1
0.0119	mse	Adamson	capra	YIPF5	100	7629	500	1457	1
0.0064	mse	Adamson	capra	YIPF5	5000	7629	500	1457	1
0.3228	pearson_distance	Adamson	capra	ARHGAP22	100	7629	500	513	1
0.6447	pearson_distance	Adamson	capra	ARHGAP22	5000	7629	500	513	1
0.1935	pearson_distance	Adamson	capra	CCND3	100	7629	500	412	1
0.495	pearson_distance	Adamson	capra	CCND3	5000	7629	500	412	1
0.6793	pearson_distance	Adamson	capra	CHERP	100	7629	500	497	1
0.7967	pearson_distance	Adamson	capra	CHERP	5000	7629	500	497	1
0.5431	pearson_distance	Adamson	capra	DAD1	100	7629	500	774	1
0.7139	pearson_distance	Adamson	capra	DAD1	5000	7629	500	774	1
0.2525	pearson_distance	Adamson	capra	DERL2	100	7629	500	676	1
0.5812	pearson_distance	Adamson	capra	DERL2	5000	7629	500	676	1
0.1521	pearson_distance	Adamson	capra	EIF2B2	100	7629	500	638	1
0.5531	pearson_distance	Adamson	capra	EIF2B2	5000	7629	500	638	1
0.1696	pearson_distance	Adamson	capra	EIF2B4	100	7629	500	654	1
0.5601	pearson_distance	Adamson	capra	EIF2B4	5000	7629	500	654	1
1.0335	pearson_distance	Adamson	capra	ERN1	100	7629	500	88	1
1.0133	pearson_distance	Adamson	capra	ERN1	5000	7629	500	88	1
1.5061	pearson_distance	Adamson	capra	GNPNAT1	100	7629	500	514	1
1.0877	pearson_distance	Adamson	capra	GNPNAT1	5000	7629	500	514	1
0.5677	pearson_distance	Adamson	capra	NEDD8	100	7629	500	518	1
0.7938	pearson_distance	Adamson	capra	NEDD8	5000	7629	500	518	1
0.3291	pearson_distance	Adamson	capra	SEC61G	100	7629	500	674	1
0.3971	pearson_distance	Adamson	capra	SEC61G	5000	7629	500	674	1
0.0949	pearson_distance	Adamson	capra	SYVN1	100	7629	500	676	1
0.5668	pearson_distance	Adamson	capra	SYVN1	5000	7629	500	676	1
0.0705	pearson_distance	Adamson	capra	TIMM23	100	7629	500	789	1
0.2364	pearson_distance	Adamson	capra	TIMM23	5000	7629	500	789	1
0.1151	pearson_distance	Adamson	capra	TTI2	100	7629	500	682	1
0.542	pearson_distance	Adamson	capra	TTI2	5000	7629	500	682	1
0.2377	pearson_distance	Adamson	capra	UFM1	100	7629	500	723	1
0.4902	pearson_distance	Adamson	capra	UFM1	5000	7629	500	723	1
0.0761	pearson_distance	Adamson	capra	YIPF5	100	7629	500	1457	1
0.3458	pearson_distance	Adamson	capra	YIPF5	5000	7629	500	1457	1
0.2615	edistance	Adamson	capra	ARHGAP22	100	7629	500	513	1
0.9247	edistance	Adamson	capra	ARHGAP22	5000	7629	500	513	1
0.2726	edistance	Adamson	capra	CCND3	100	7629	500	412	1
0.9651	edistance	Adamson	capra	CCND3	5000	7629	500	412	1
1.0639	edistance	Adamson	capra	CHERP	100	7629	500	497	1
2.1663	edistance	Adamson	capra	CHERP	5000	7629	500	497	1
0.6597	edistance	Adamson	capra	DAD1	100	7629	500	774	1
2.056	edistance	Adamson	capra	DAD1	5000	7629	500	774	1
0.5271	edistance	Adamson	capra	DERL2	100	7629	500	676	1
1.4768	edistance	Adamson	capra	DERL2	5000	7629	500	676	1
1.5598	edistance	Adamson	capra	EIF2B2	100	7629	500	638	1
1.2299	edistance	Adamson	capra	EIF2B2	5000	7629	500	638	1
0.9802	edistance	Adamson	capra	EIF2B4	100	7629	500	654	1
1.0879	edistance	Adamson	capra	EIF2B4	5000	7629	500	654	1
2.1726	edistance	Adamson	capra	ERN1	100	7629	500	88	1
1.4947	edistance	Adamson	capra	ERN1	5000	7629	500	88	1
1.1307	edistance	Adamson	capra	GNPNAT1	100	7629	500	514	1
2.0515	edistance	Adamson	capra	GNPNAT1	5000	7629	500	514	1
1.8988	edistance	Adamson	capra	NEDD8	100	7629	500	518	1
1.86	edistance	Adamson	capra	NEDD8	5000	7629	500	518	1
0.7606	edistance	Adamson	capra	SEC61G	100	7629	500	674	1
0.9996	edistance	Adamson	capra	SEC61G	5000	7629	500	674	1
0.3709	edistance	Adamson	capra	SYVN1	100	7629	500	676	1
1.6861	edistance	Adamson	capra	SYVN1	5000	7629	500	676	1
0.9803	edistance	Adamson	capra	TIMM23	100	7629	500	789	1
1.425	edistance	Adamson	capra	TIMM23	5000	7629	500	789	1
0.4074	edistance	Adamson	capra	TTI2	100	7629	500	682	1
1.4188	edistance	Adamson	capra	TTI2	5000	7629	500	682	1
0.254	edistance	Adamson	capra	UFM1	100	7629	500	723	1
1.5681	edistance	Adamson	capra	UFM1	5000	7629	500	723	1
0.3104	edistance	Adamson	capra	YIPF5	100	7629	500	1457	1
1.553	edistance	Adamson	capra	YIPF5	5000	7629	500	1457	1
45.89296640101462	sym_kldiv	Adamson	capra	ARHGAP22	100	7629	500	513	1
46.23188854565657	sym_kldiv	Adamson	capra	ARHGAP22	5000	7629	500	513	1
47.01412708630455	sym_kldiv	Adamson	capra	CCND3	100	7629	500	412	1
46.3836216395698	sym_kldiv	Adamson	capra	CCND3	5000	7629	500	412	1
2.467175122614019	sym_kldiv	Adamson	capra	CHERP	100	7629	500	497	1
46.32065293369014	sym_kldiv	Adamson	capra	CHERP	5000	7629	500	497	1
47.433271515654965	sym_kldiv	Adamson	capra	DAD1	100	7629	500	774	1
46.06308973637507	sym_kldiv	Adamson	capra	DAD1	5000	7629	500	774	1
45.89786179318321	sym_kldiv	Adamson	capra	DERL2	100	7629	500	676	1
45.83566629114331	sym_kldiv	Adamson	capra	DERL2	5000	7629	500	676	1
0.8837771975162064	sym_kldiv	Adamson	capra	EIF2B2	100	7629	500	638	1
46.25752754429266	sym_kldiv	Adamson	capra	EIF2B2	5000	7629	500	638	1
0.7032779239813731	sym_kldiv	Adamson	capra	EIF2B4	100	7629	500	654	1
46.217715766292336	sym_kldiv	Adamson	capra	EIF2B4	5000	7629	500	654	1
49.287765916067386	sym_kldiv	Adamson	capra	ERN1	100	7629	500	88	1
47.24935654249881	sym_kldiv	Adamson	capra	ERN1	5000	7629	500	88	1
49.01994154886452	sym_kldiv	Adamson	capra	GNPNAT1	100	7629	500	514	1
46.384759776773265	sym_kldiv	Adamson	capra	GNPNAT1	5000	7629	500	514	1
0.9272138083929853	sym_kldiv	Adamson	capra	NEDD8	100	7629	500	518	1
46.1375115287384	sym_kldiv	Adamson	capra	NEDD8	5000	7629	500	518	1
0.5407216595680366	sym_kldiv	Adamson	capra	SEC61G	100	7629	500	674	1
46.048645181589016	sym_kldiv	Adamson	capra	SEC61G	5000	7629	500	674	1
48.50194782646898	sym_kldiv	Adamson	capra	SYVN1	100	7629	500	676	1
46.098540720479164	sym_kldiv	Adamson	capra	SYVN1	5000	7629	500	676	1
0.6609286168687558	sym_kldiv	Adamson	capra	TIMM23	100	7629	500	789	1
46.09831614522548	sym_kldiv	Adamson	capra	TIMM23	5000	7629	500	789	1
48.39575598853558	sym_kldiv	Adamson	capra	TTI2	100	7629	500	682	1
46.124319343348546	sym_kldiv	Adamson	capra	TTI2	5000	7629	500	682	1
47.797355774004906	sym_kldiv	Adamson	capra	UFM1	100	7629	500	723	1
46.10555128978209	sym_kldiv	Adamson	capra	UFM1	5000	7629	500	723	1
0.37817865520804167	sym_kldiv	Adamson	capra	YIPF5	100	7629	500	1457	1
45.52623654232902	sym_kldiv	Adamson	capra	YIPF5	5000	7629	500	1457	1
28.2009	wasserstein	Adamson	capra	ARHGAP22	100	7629	500	513	1
30.529	wasserstein	Adamson	capra	CCND3	100	7629	500	412	1
32.1845	wasserstein	Adamson	capra	CHERP	100	7629	500	497	1
28.1252	wasserstein	Adamson	capra	DAD1	100	7629	500	774	1
36.8027	wasserstein	Adamson	capra	DERL2	100	7629	500	676	1
46.9919	wasserstein	Adamson	capra	EIF2B2	100	7629	500	638	1
40.9428	wasserstein	Adamson	capra	EIF2B4	100	7629	500	654	1
13.7444	wasserstein	Adamson	capra	ERN1	100	7629	500	88	1
15.0543	wasserstein	Adamson	capra	GNPNAT1	100	7629	500	514	1
49.2528	wasserstein	Adamson	capra	NEDD8	100	7629	500	518	1
37.9671	wasserstein	Adamson	capra	SEC61G	100	7629	500	674	1
18.4826	wasserstein	Adamson	capra	SYVN1	100	7629	500	676	1
38.6856	wasserstein	Adamson	capra	TIMM23	100	7629	500	789	1
19.6667	wasserstein	Adamson	capra	TTI2	100	7629	500	682	1
23.2069	wasserstein	Adamson	capra	UFM1	100	7629	500	723	1
32.6472	wasserstein	Adamson	capra	YIPF5	100	7629	500	1457	1
0.0102	mse	Adamson	scGPT	COPB1	100	7629	235	235	2
0.0014	mse	Adamson	scGPT	COPB1	5000	7629	235	235	2
0.0018	mse	Adamson	scGPT	EIF2AK3	100	7629	173	173	2
0.0022	mse	Adamson	scGPT	EIF2AK3	5000	7629	173	173	2
0.0	mse	Adamson	scGPT	ERN1	100	7629	88	88	2
0.0025	mse	Adamson	scGPT	ERN1	5000	7629	88	88	2
0.0318	mse	Adamson	scGPT	FECH	100	7629	702	702	2
0.0015	mse	Adamson	scGPT	FECH	5000	7629	702	702	2
0.0125	mse	Adamson	scGPT	IDH3A	100	7629	690	690	2
0.0013	mse	Adamson	scGPT	IDH3A	5000	7629	690	690	2
0.0308	mse	Adamson	scGPT	MRGBP	100	7629	586	586	2
0.0015	mse	Adamson	scGPT	MRGBP	5000	7629	586	586	2
0.1094	mse	Adamson	scGPT	NEDD8	100	7629	518	518	2
